Contig,accession
A_C_D_contig_8660,TIGR01021
A_C_D_contig_3449,TIGR01021
A_C_D_contig_1558,TIGR01021
A_C_D_contig_59957,TIGR01021
A_C_D_contig_7056,TIGR01021
A_C_D_contig_43762,TIGR01021
A_C_D_contig_11165,TIGR01021
A_C_D_contig_10995,TIGR01021
A_C_D_contig_16864,TIGR01021
A_C_D_contig_10543,TIGR01021
A_C_D_contig_11736,TIGR01021
A_C_D_contig_18825,TIGR01021
A_C_D_contig_139,TIGR01021
A_C_D_contig_48467,TIGR01021
A_C_D_contig_64660,TIGR01021
A_C_D_contig_30717,TIGR01021
A_C_D_contig_1249,TIGR01021
A_C_D_contig_21561,TIGR01021
A_C_D_contig_7544,TIGR01021
A_C_D_contig_3743,TIGR01021
A_C_D_contig_8534,TIGR01021
A_C_D_contig_7783,TIGR01024
A_C_D_contig_11264,TIGR01024
A_C_D_contig_30652,TIGR01024
A_C_D_contig_6735,TIGR01024
A_C_D_contig_14147,TIGR01024
A_C_D_contig_44219,TIGR01024
A_C_D_contig_404,TIGR01024
A_C_D_contig_12752,TIGR01024
A_C_D_contig_8918,TIGR01024
A_C_D_contig_2970,TIGR01024
A_C_D_contig_42713,TIGR01024
A_C_D_contig_5465,TIGR01024
A_C_D_contig_1297,TIGR01024
A_C_D_contig_18059,TIGR01024
A_C_D_contig_994,TIGR01024
A_C_D_contig_16949,TIGR01024
A_C_D_contig_72643,TIGR01024
A_C_D_contig_25154,TIGR01024
A_C_D_contig_76789,TIGR01024
A_C_D_contig_12566,TIGR01024
A_C_D_contig_19652,TIGR01024
A_C_D_contig_79067,TIGR01024
A_C_D_contig_48078,TIGR01024
A_C_D_contig_64511,TIGR01024
A_C_D_contig_52736,TIGR01024
A_C_D_contig_59541,TIGR01024
A_C_D_contig_5564,TIGR01024
A_C_D_contig_42427,TIGR01024
A_C_D_contig_51827,TIGR01024
A_C_D_contig_55177,TIGR01024
A_C_D_contig_44752,TIGR01024
A_C_D_contig_49693,TIGR01024
A_C_D_contig_66506,TIGR01024
A_C_D_contig_36025,TIGR01024
A_C_D_contig_59717,TIGR01024
A_C_D_contig_35788,TIGR01024
A_C_D_contig_43913,TIGR01024
A_C_D_contig_387,TIGR01024
A_C_D_contig_23914,TIGR01024
A_C_D_contig_69520,TIGR01024
A_C_D_contig_19279,TIGR01024
A_C_D_contig_25940,TIGR01024
A_C_D_contig_9210,TIGR01024
A_C_D_contig_80687,TIGR01024
A_C_D_contig_9909,TIGR01024
A_C_D_contig_1876,TIGR01024
A_C_D_contig_4157,TIGR01024
A_C_D_contig_16762,TIGR01024
A_C_D_contig_76927,TIGR01024
A_C_D_contig_18418,TIGR01024
A_C_D_contig_65414,TIGR01024
A_C_D_contig_1684,TIGR01024
A_C_D_contig_4086,TIGR01024
A_C_D_contig_45569,TIGR01024
A_C_D_contig_79138,TIGR01024
A_C_D_contig_57440,TIGR01024
A_C_D_contig_2139,TIGR01024
A_C_D_contig_68950,TIGR01024
A_C_D_contig_42863,TIGR01024
A_C_D_contig_57252,TIGR01024
A_C_D_contig_79194,TIGR01024
A_C_D_contig_78827,TIGR01024
A_C_D_contig_9533,TIGR01024
A_C_D_contig_71660,TIGR01024
A_C_D_contig_6494,TIGR01024
A_C_D_contig_52569,TIGR01024
A_C_D_contig_17192,TIGR01024
A_C_D_contig_32201,TIGR01024
A_C_D_contig_32858,TIGR01024
A_C_D_contig_81463,TIGR01024
A_C_D_contig_80343,TIGR01024
A_C_D_contig_28838,TIGR01024
A_C_D_contig_7786,TIGR01024
A_C_D_contig_69139,TIGR01024
A_C_D_contig_55165,TIGR01024
A_C_D_contig_24766,TIGR01024
A_C_D_contig_2872,TIGR01024
A_C_D_contig_17047,TIGR01024
A_C_D_contig_19288,TIGR01024
A_C_D_contig_47370,TIGR01024
A_C_D_contig_31151,TIGR01024
A_C_D_contig_70804,TIGR01024
A_C_D_contig_1910,TIGR01024
A_C_D_contig_79456,TIGR01024
A_C_D_contig_27322,TIGR01024
A_C_D_contig_71308,TIGR01024
A_C_D_contig_16268,TIGR01024
A_C_D_contig_68254,TIGR01024
A_C_D_contig_3837,TIGR01029
A_C_D_contig_12396,TIGR01029
A_C_D_contig_7892,TIGR01029
A_C_D_contig_54971,TIGR01029
A_C_D_contig_3925,TIGR01029
A_C_D_contig_18481,TIGR01029
A_C_D_contig_83543,TIGR01029
A_C_D_contig_28087,TIGR01029
A_C_D_contig_16416,TIGR01029
A_C_D_contig_14202,TIGR01029
A_C_D_contig_858,TIGR01029
A_C_D_contig_4837,TIGR01029
A_C_D_contig_26823,TIGR01029
A_C_D_contig_10822,TIGR01029
A_C_D_contig_15568,TIGR01029
A_C_D_contig_5842,TIGR01029
A_C_D_contig_7026,TIGR01029
A_C_D_contig_41320,TIGR01029
A_C_D_contig_28219,TIGR01029
A_C_D_contig_37612,TIGR01029
A_C_D_contig_26569,TIGR01029
A_C_D_contig_3416,TIGR01029
A_C_D_contig_894,TIGR01029
A_C_D_contig_12116,TIGR01029
A_C_D_contig_2483,TIGR01029
A_C_D_contig_7425,TIGR01029
A_C_D_contig_37082,TIGR01029
A_C_D_contig_19158,TIGR01029
A_C_D_contig_511,TIGR01029
A_C_D_contig_28440,TIGR01029
A_C_D_contig_3187,TIGR01029
A_C_D_contig_1177,TIGR01029
A_C_D_contig_3836,TIGR01029
A_C_D_contig_57841,TIGR01029
A_C_D_contig_6957,TIGR01029
A_C_D_contig_34220,TIGR01029
A_C_D_contig_12546,TIGR01029
A_C_D_contig_1398,TIGR01029
A_C_D_contig_15848,TIGR01029
A_C_D_contig_3031,TIGR01029
A_C_D_contig_7069,TIGR01029
A_C_D_contig_38647,TIGR01029
A_C_D_contig_78867,TIGR01029
A_C_D_contig_6287,TIGR01029
A_C_D_contig_3838,TIGR01029
A_C_D_contig_4261,TIGR01029
A_C_D_contig_48099,TIGR01029
A_C_D_contig_28827,TIGR01029
A_C_D_contig_25210,TIGR01029
A_C_D_contig_8867,TIGR01029
A_C_D_contig_7745,TIGR01029
A_C_D_contig_33329,TIGR01029
A_C_D_contig_5307,TIGR01029
A_C_D_contig_139,TIGR01029
A_C_D_contig_32598,TIGR01029
A_C_D_contig_31221,TIGR01029
A_C_D_contig_2664,TIGR01029
A_C_D_contig_285,TIGR01029
A_C_D_contig_67380,TIGR01029
A_C_D_contig_54153,TIGR01029
A_C_D_contig_3753,TIGR01029
A_C_D_contig_16017,TIGR01029
A_C_D_contig_14966,TIGR01029
A_C_D_contig_38606,TIGR01029
A_C_D_contig_39111,TIGR01029
A_C_D_contig_27839,TIGR01029
A_C_D_contig_2195,TIGR01029
A_C_D_contig_71576,TIGR01029
A_C_D_contig_44946,TIGR01029
A_C_D_contig_4517,TIGR01029
A_C_D_contig_32573,TIGR01029
A_C_D_contig_72861,TIGR01029
A_C_D_contig_5266,TIGR01029
A_C_D_contig_137,TIGR01029
A_C_D_contig_5932,TIGR01029
A_C_D_contig_29967,TIGR01029
A_C_D_contig_75013,TIGR01029
A_C_D_contig_5758,TIGR01029
A_C_D_contig_15705,TIGR01030
A_C_D_contig_4330,TIGR01030
A_C_D_contig_3098,TIGR01030
A_C_D_contig_7440,TIGR01030
A_C_D_contig_10765,TIGR01030
A_C_D_contig_217,TIGR01030
A_C_D_contig_4376,TIGR01030
A_C_D_contig_48321,TIGR01030
A_C_D_contig_5321,TIGR01030
A_C_D_contig_69440,TIGR01030
A_C_D_contig_37815,TIGR01030
A_C_D_contig_11969,TIGR01030
A_C_D_contig_55468,TIGR01030
A_C_D_contig_84596,TIGR01030
A_C_D_contig_1359,TIGR01030
A_C_D_contig_58993,TIGR01030
A_C_D_contig_11723,TIGR01030
A_C_D_contig_4624,TIGR01030
A_C_D_contig_6275,TIGR01030
A_C_D_contig_38269,TIGR01030
A_C_D_contig_2500,TIGR01030
A_C_D_contig_71057,TIGR01030
A_C_D_contig_43732,TIGR01030
A_C_D_contig_46594,TIGR01030
A_C_D_contig_45071,TIGR01030
A_C_D_contig_45214,TIGR01030
A_C_D_contig_41470,TIGR01030
A_C_D_contig_4853,TIGR01030
A_C_D_contig_4779,TIGR01030
A_C_D_contig_10671,TIGR01030
A_C_D_contig_31070,TIGR01030
A_C_D_contig_3147,TIGR01030
A_C_D_contig_7346,TIGR01030
A_C_D_contig_64680,TIGR01030
A_C_D_contig_13908,TIGR01030
A_C_D_contig_3360,TIGR01030
A_C_D_contig_30372,TIGR01030
A_C_D_contig_5884,TIGR01030
A_C_D_contig_27541,TIGR01030
A_C_D_contig_44396,TIGR01030
A_C_D_contig_6733,TIGR01030
A_C_D_contig_20392,TIGR01030
A_C_D_contig_18233,TIGR01030
A_C_D_contig_2719,TIGR01030
A_C_D_contig_8627,TIGR01031
A_C_D_contig_1064,TIGR01031
A_C_D_contig_26637,TIGR01031
A_C_D_contig_13356,TIGR01031
A_C_D_contig_2237,TIGR01031
A_C_D_contig_2970,TIGR01031
A_C_D_contig_57757,TIGR01031
A_C_D_contig_23189,TIGR01031
A_C_D_contig_25895,TIGR01031
A_C_D_contig_6023,TIGR01031
A_C_D_contig_29542,TIGR01031
A_C_D_contig_16702,TIGR01031
A_C_D_contig_67153,TIGR01031
A_C_D_contig_17373,TIGR01031
A_C_D_contig_828,TIGR01031
A_C_D_contig_2625,TIGR01031
A_C_D_contig_26784,TIGR01031
A_C_D_contig_52425,TIGR01031
A_C_D_contig_75979,TIGR01031
A_C_D_contig_12610,TIGR01031
A_C_D_contig_15533,TIGR01031
A_C_D_contig_18832,TIGR01031
A_C_D_contig_68066,TIGR01031
A_C_D_contig_3414,TIGR01031
A_C_D_contig_18424,TIGR01031
A_C_D_contig_5029,TIGR01031
A_C_D_contig_5005,TIGR01031
A_C_D_contig_4194,TIGR01031
A_C_D_contig_33785,TIGR01031
A_C_D_contig_6387,TIGR01031
A_C_D_contig_5633,TIGR01031
A_C_D_contig_10797,TIGR01031
A_C_D_contig_29671,TIGR01031
A_C_D_contig_8482,TIGR01031
A_C_D_contig_2372,TIGR01031
A_C_D_contig_10994,TIGR01031
A_C_D_contig_35379,TIGR01031
A_C_D_contig_5117,TIGR01031
A_C_D_contig_34444,TIGR01031
A_C_D_contig_2103,TIGR01031
A_C_D_contig_27927,TIGR01031
A_C_D_contig_4483,TIGR01031
A_C_D_contig_37081,TIGR01031
A_C_D_contig_47780,TIGR01031
A_C_D_contig_34516,TIGR01031
A_C_D_contig_66367,TIGR01031
A_C_D_contig_5249,TIGR01031
A_C_D_contig_40165,TIGR01031
A_C_D_contig_41969,TIGR01031
A_C_D_contig_65317,TIGR01031
A_C_D_contig_30517,TIGR01031
A_C_D_contig_5393,TIGR01031
A_C_D_contig_34351,TIGR01031
A_C_D_contig_80187,TIGR01031
A_C_D_contig_4041,TIGR01031
A_C_D_contig_976,TIGR01032
A_C_D_contig_10662,TIGR01032
A_C_D_contig_18417,TIGR01032
A_C_D_contig_66575,TIGR01032
A_C_D_contig_1500,TIGR01032
A_C_D_contig_8711,TIGR01032
A_C_D_contig_917,TIGR01032
A_C_D_contig_5038,TIGR01032
A_C_D_contig_20730,TIGR01032
A_C_D_contig_8186,TIGR01032
A_C_D_contig_75240,TIGR01032
A_C_D_contig_43150,TIGR01032
A_C_D_contig_18583,TIGR01032
A_C_D_contig_9587,TIGR01032
A_C_D_contig_27772,TIGR01032
A_C_D_contig_16947,TIGR01032
A_C_D_contig_33039,TIGR01032
A_C_D_contig_27135,TIGR01032
A_C_D_contig_18740,TIGR01032
A_C_D_contig_8002,TIGR01032
A_C_D_contig_8693,TIGR01032
A_C_D_contig_18641,TIGR01032
A_C_D_contig_37816,TIGR01032
A_C_D_contig_51635,TIGR01032
A_C_D_contig_7758,TIGR01032
A_C_D_contig_7134,TIGR01032
A_C_D_contig_16702,TIGR01032
A_C_D_contig_12982,TIGR01032
A_C_D_contig_4137,TIGR01032
A_C_D_contig_5422,TIGR01032
A_C_D_contig_35548,TIGR01032
A_C_D_contig_79402,TIGR01032
A_C_D_contig_16809,TIGR01032
A_C_D_contig_64873,TIGR01032
A_C_D_contig_13053,TIGR01032
A_C_D_contig_7108,TIGR01032
A_C_D_contig_58213,TIGR01032
A_C_D_contig_4609,TIGR01032
A_C_D_contig_74140,TIGR01032
A_C_D_contig_41625,TIGR01032
A_C_D_contig_71209,TIGR01032
A_C_D_contig_44371,TIGR01032
A_C_D_contig_10844,TIGR01032
A_C_D_contig_50228,TIGR01032
A_C_D_contig_59730,TIGR01032
A_C_D_contig_18370,TIGR01032
A_C_D_contig_30897,TIGR01032
A_C_D_contig_13740,TIGR01032
A_C_D_contig_83140,TIGR01032
A_C_D_contig_3881,TIGR01032
A_C_D_contig_46407,TIGR01032
A_C_D_contig_291,TIGR01032
A_C_D_contig_56622,TIGR01032
A_C_D_contig_17146,TIGR01032
A_C_D_contig_61974,TIGR01032
A_C_D_contig_54392,TIGR01032
A_C_D_contig_22155,TIGR01032
A_C_D_contig_12407,TIGR01032
A_C_D_contig_31741,TIGR01032
A_C_D_contig_44959,TIGR01032
A_C_D_contig_19095,TIGR01032
A_C_D_contig_17976,TIGR01032
A_C_D_contig_36265,TIGR01032
A_C_D_contig_41549,TIGR01032
A_C_D_contig_6136,TIGR01032
A_C_D_contig_20050,TIGR01032
A_C_D_contig_16836,TIGR01032
A_C_D_contig_9778,TIGR01032
A_C_D_contig_39408,TIGR01032
A_C_D_contig_59776,TIGR01032
A_C_D_contig_22912,TIGR01032
A_C_D_contig_60344,TIGR01032
A_C_D_contig_4690,TIGR01032
A_C_D_contig_18455,TIGR01032
A_C_D_contig_5584,TIGR01032
A_C_D_contig_32285,TIGR01032
A_C_D_contig_41864,TIGR01032
A_C_D_contig_15107,TIGR01032
A_C_D_contig_26658,TIGR01032
A_C_D_contig_4789,TIGR01032
A_C_D_contig_1868,TIGR01032
A_C_D_contig_35719,TIGR01032
A_C_D_contig_3602,TIGR01032
A_C_D_contig_24471,TIGR01032
A_C_D_contig_28423,TIGR01032
A_C_D_contig_37197,TIGR01032
A_C_D_contig_20101,TIGR01032
A_C_D_contig_30117,TIGR01032
A_C_D_contig_64677,TIGR01032
A_C_D_contig_78680,TIGR01032
A_C_D_contig_28678,TIGR01032
A_C_D_contig_10318,TIGR01032
A_C_D_contig_54396,TIGR01032
A_C_D_contig_43855,TIGR01032
A_C_D_contig_2984,TIGR01032
A_C_D_contig_28937,TIGR01032
A_C_D_contig_5162,TIGR01032
A_C_D_contig_18465,TIGR01032
A_C_D_contig_78150,TIGR01032
A_C_D_contig_65206,TIGR01032
A_C_D_contig_6405,TIGR01032
A_C_D_contig_65307,TIGR01032
A_C_D_contig_53176,TIGR01032
A_C_D_contig_1808,TIGR01032
A_C_D_contig_56367,TIGR01032
A_C_D_contig_42003,TIGR01032
A_C_D_contig_7858,TIGR01044
A_C_D_contig_83182,TIGR01044
A_C_D_contig_80013,TIGR01044
A_C_D_contig_7377,TIGR01044
A_C_D_contig_3031,TIGR01044
A_C_D_contig_9337,TIGR01044
A_C_D_contig_16180,TIGR01044
A_C_D_contig_7577,TIGR01044
A_C_D_contig_3838,TIGR01044
A_C_D_contig_30980,TIGR01044
A_C_D_contig_12560,TIGR01044
A_C_D_contig_9103,TIGR01044
A_C_D_contig_642,TIGR01044
A_C_D_contig_20096,TIGR01044
A_C_D_contig_1806,TIGR01044
A_C_D_contig_8647,TIGR01044
A_C_D_contig_58388,TIGR01044
A_C_D_contig_65658,TIGR01044
A_C_D_contig_469,TIGR01044
A_C_D_contig_29807,TIGR01044
A_C_D_contig_21193,TIGR01044
A_C_D_contig_78017,TIGR01044
A_C_D_contig_21415,TIGR01044
A_C_D_contig_10113,TIGR01044
A_C_D_contig_41030,TIGR01044
A_C_D_contig_7026,TIGR01044
A_C_D_contig_35221,TIGR01044
A_C_D_contig_2851,TIGR01044
A_C_D_contig_1249,TIGR01044
A_C_D_contig_1373,TIGR01044
A_C_D_contig_511,TIGR01044
A_C_D_contig_54144,TIGR01044
A_C_D_contig_39093,TIGR01044
A_C_D_contig_2939,TIGR01044
A_C_D_contig_7613,TIGR01044
A_C_D_contig_54849,TIGR01044
A_C_D_contig_76113,TIGR01044
A_C_D_contig_43196,TIGR01044
A_C_D_contig_22614,TIGR01044
A_C_D_contig_21598,TIGR01044
A_C_D_contig_12351,TIGR01044
A_C_D_contig_1042,TIGR01044
A_C_D_contig_9264,TIGR01044
A_C_D_contig_33023,TIGR01044
A_C_D_contig_1205,TIGR01044
A_C_D_contig_41979,TIGR01044
A_C_D_contig_23744,TIGR01044
A_C_D_contig_25799,TIGR01044
A_C_D_contig_10724,TIGR01044
A_C_D_contig_9566,TIGR01044
A_C_D_contig_28863,TIGR01044
A_C_D_contig_66933,TIGR01044
A_C_D_contig_60411,TIGR01044
A_C_D_contig_4482,TIGR01044
A_C_D_contig_2901,TIGR01044
A_C_D_contig_71296,TIGR01044
A_C_D_contig_10543,TIGR01044
A_C_D_contig_54665,TIGR01044
A_C_D_contig_139,TIGR01044
A_C_D_contig_8474,TIGR01044
A_C_D_contig_24831,TIGR01044
A_C_D_contig_2491,TIGR01044
A_C_D_contig_285,TIGR01044
A_C_D_contig_84438,TIGR01044
A_C_D_contig_6899,TIGR01044
A_C_D_contig_12736,TIGR01044
A_C_D_contig_47772,TIGR01044
A_C_D_contig_11457,TIGR01044
A_C_D_contig_19570,TIGR01044
A_C_D_contig_9090,TIGR01044
A_C_D_contig_32882,TIGR01044
A_C_D_contig_67171,TIGR01044
A_C_D_contig_49919,TIGR01044
A_C_D_contig_56670,TIGR01044
A_C_D_contig_61710,TIGR01044
A_C_D_contig_66828,TIGR01044
A_C_D_contig_74610,TIGR01044
A_C_D_contig_8660,TIGR01044
A_C_D_contig_4837,TIGR01044
A_C_D_contig_28986,TIGR01044
A_C_D_contig_8534,TIGR01044
A_C_D_contig_14753,TIGR01044
A_C_D_contig_47191,TIGR01044
A_C_D_contig_137,TIGR01044
A_C_D_contig_76880,TIGR01044
A_C_D_contig_2416,TIGR01044
A_C_D_contig_4640,TIGR01044
A_C_D_contig_76732,TIGR01044
A_C_D_contig_29807,TIGR01049
A_C_D_contig_29623,TIGR01049
A_C_D_contig_8647,TIGR01049
A_C_D_contig_6899,TIGR01049
A_C_D_contig_15587,TIGR01049
A_C_D_contig_24425,TIGR01049
A_C_D_contig_469,TIGR01049
A_C_D_contig_642,TIGR01049
A_C_D_contig_79262,TIGR01049
A_C_D_contig_12560,TIGR01049
A_C_D_contig_3838,TIGR01049
A_C_D_contig_2901,TIGR01049
A_C_D_contig_7858,TIGR01049
A_C_D_contig_24462,TIGR01049
A_C_D_contig_7069,TIGR01049
A_C_D_contig_81951,TIGR01049
A_C_D_contig_7026,TIGR01049
A_C_D_contig_49490,TIGR01049
A_C_D_contig_4482,TIGR01049
A_C_D_contig_2939,TIGR01049
A_C_D_contig_81580,TIGR01049
A_C_D_contig_10724,TIGR01049
A_C_D_contig_16556,TIGR01049
A_C_D_contig_9368,TIGR01049
A_C_D_contig_285,TIGR01049
A_C_D_contig_7425,TIGR01049
A_C_D_contig_25048,TIGR01049
A_C_D_contig_70173,TIGR01049
A_C_D_contig_1373,TIGR01049
A_C_D_contig_11943,TIGR01049
A_C_D_contig_3031,TIGR01049
A_C_D_contig_44123,TIGR01049
A_C_D_contig_37982,TIGR01049
A_C_D_contig_45890,TIGR01049
A_C_D_contig_79144,TIGR01049
A_C_D_contig_1806,TIGR01049
A_C_D_contig_25866,TIGR01049
A_C_D_contig_34519,TIGR01049
A_C_D_contig_511,TIGR01049
A_C_D_contig_41868,TIGR01049
A_C_D_contig_56256,TIGR01049
A_C_D_contig_20386,TIGR01049
A_C_D_contig_50415,TIGR01049
A_C_D_contig_4261,TIGR01049
A_C_D_contig_9566,TIGR01049
A_C_D_contig_1041,TIGR01049
A_C_D_contig_12351,TIGR01049
A_C_D_contig_8534,TIGR01049
A_C_D_contig_23125,TIGR01049
A_C_D_contig_28075,TIGR01049
A_C_D_contig_9264,TIGR01049
A_C_D_contig_1713,TIGR01049
A_C_D_contig_77583,TIGR01049
A_C_D_contig_1249,TIGR01049
A_C_D_contig_11124,TIGR01049
A_C_D_contig_17513,TIGR01049
A_C_D_contig_13391,TIGR01049
A_C_D_contig_8075,TIGR01049
A_C_D_contig_15189,TIGR01049
A_C_D_contig_28986,TIGR01049
A_C_D_contig_57636,TIGR01049
A_C_D_contig_26337,TIGR01049
A_C_D_contig_44737,TIGR01049
A_C_D_contig_56503,TIGR01049
A_C_D_contig_1398,TIGR01049
A_C_D_contig_8660,TIGR01049
A_C_D_contig_48824,TIGR01049
A_C_D_contig_8975,TIGR01049
A_C_D_contig_4657,TIGR01049
A_C_D_contig_7745,TIGR01049
A_C_D_contig_36290,TIGR01049
A_C_D_contig_5436,TIGR01049
A_C_D_contig_3328,TIGR01049
A_C_D_contig_20867,TIGR01049
A_C_D_contig_139,TIGR01049
A_C_D_contig_22429,TIGR01049
A_C_D_contig_7897,TIGR01049
A_C_D_contig_28267,TIGR01049
A_C_D_contig_76578,TIGR01049
A_C_D_contig_72008,TIGR01049
A_C_D_contig_42515,TIGR01049
A_C_D_contig_83182,TIGR01050
A_C_D_contig_4482,TIGR01050
A_C_D_contig_7577,TIGR01050
A_C_D_contig_71844,TIGR01050
A_C_D_contig_9337,TIGR01050
A_C_D_contig_30980,TIGR01050
A_C_D_contig_20096,TIGR01050
A_C_D_contig_3838,TIGR01050
A_C_D_contig_469,TIGR01050
A_C_D_contig_67416,TIGR01050
A_C_D_contig_54665,TIGR01050
A_C_D_contig_7026,TIGR01050
A_C_D_contig_7377,TIGR01050
A_C_D_contig_1806,TIGR01050
A_C_D_contig_642,TIGR01050
A_C_D_contig_12560,TIGR01050
A_C_D_contig_3031,TIGR01050
A_C_D_contig_4837,TIGR01050
A_C_D_contig_19570,TIGR01050
A_C_D_contig_8647,TIGR01050
A_C_D_contig_7858,TIGR01050
A_C_D_contig_9566,TIGR01050
A_C_D_contig_2851,TIGR01050
A_C_D_contig_58388,TIGR01050
A_C_D_contig_10724,TIGR01050
A_C_D_contig_78017,TIGR01050
A_C_D_contig_2939,TIGR01050
A_C_D_contig_6899,TIGR01050
A_C_D_contig_8474,TIGR01050
A_C_D_contig_20386,TIGR01050
A_C_D_contig_21193,TIGR01050
A_C_D_contig_2901,TIGR01050
A_C_D_contig_10113,TIGR01050
A_C_D_contig_8534,TIGR01050
A_C_D_contig_4640,TIGR01050
A_C_D_contig_1373,TIGR01050
A_C_D_contig_65658,TIGR01050
A_C_D_contig_43196,TIGR01050
A_C_D_contig_11457,TIGR01050
A_C_D_contig_12736,TIGR01050
A_C_D_contig_28234,TIGR01050
A_C_D_contig_2491,TIGR01050
A_C_D_contig_48347,TIGR01050
A_C_D_contig_66828,TIGR01050
A_C_D_contig_60411,TIGR01050
A_C_D_contig_66933,TIGR01050
A_C_D_contig_28075,TIGR01050
A_C_D_contig_9103,TIGR01050
A_C_D_contig_10543,TIGR01050
A_C_D_contig_1398,TIGR01050
A_C_D_contig_6167,TIGR01050
A_C_D_contig_32882,TIGR01050
A_C_D_contig_56670,TIGR01050
A_C_D_contig_13230,TIGR01050
A_C_D_contig_285,TIGR01050
A_C_D_contig_41979,TIGR01050
A_C_D_contig_24831,TIGR01050
A_C_D_contig_28863,TIGR01050
A_C_D_contig_39093,TIGR01050
A_C_D_contig_71296,TIGR01050
A_C_D_contig_23744,TIGR01050
A_C_D_contig_45177,TIGR01050
A_C_D_contig_81013,TIGR01050
A_C_D_contig_1249,TIGR01050
A_C_D_contig_61710,TIGR01050
A_C_D_contig_16864,TIGR01050
A_C_D_contig_7745,TIGR01050
A_C_D_contig_1042,TIGR01050
A_C_D_contig_25799,TIGR01050
A_C_D_contig_33446,TIGR01050
A_C_D_contig_22614,TIGR01050
A_C_D_contig_71957,TIGR01050
A_C_D_contig_76732,TIGR01050
A_C_D_contig_12351,TIGR01050
A_C_D_contig_21598,TIGR01050
A_C_D_contig_35221,TIGR01050
A_C_D_contig_511,TIGR01050
A_C_D_contig_74610,TIGR01050
A_C_D_contig_45296,TIGR01050
A_C_D_contig_28986,TIGR01050
A_C_D_contig_49020,TIGR01050
A_C_D_contig_54849,TIGR01050
A_C_D_contig_9264,TIGR01050
A_C_D_contig_54144,TIGR01050
A_C_D_contig_8660,TIGR01050
A_C_D_contig_139,TIGR01050
A_C_D_contig_2416,TIGR01050
A_C_D_contig_137,TIGR01050
A_C_D_contig_18637,TIGR01050
A_C_D_contig_14753,TIGR01050
A_C_D_contig_80991,TIGR01050
A_C_D_contig_7897,TIGR01050
A_C_D_contig_29807,TIGR01050
A_C_D_contig_9090,TIGR01050
A_C_D_contig_84438,TIGR01050
A_C_D_contig_76880,TIGR01050
A_C_D_contig_1205,TIGR01050
A_C_D_contig_3098,TIGR01059
A_C_D_contig_1422,TIGR01059
A_C_D_contig_5137,TIGR01059
A_C_D_contig_13195,TIGR01059
A_C_D_contig_6794,TIGR01059
A_C_D_contig_13092,TIGR01059
A_C_D_contig_1226,TIGR01059
A_C_D_contig_2089,TIGR01059
A_C_D_contig_19506,TIGR01059
A_C_D_contig_19286,TIGR01059
A_C_D_contig_7374,TIGR01059
A_C_D_contig_8334,TIGR01059
A_C_D_contig_25941,TIGR01059
A_C_D_contig_6110,TIGR01059
A_C_D_contig_291,TIGR01059
A_C_D_contig_36248,TIGR01059
A_C_D_contig_38270,TIGR01059
A_C_D_contig_2607,TIGR01059
A_C_D_contig_17259,TIGR01059
A_C_D_contig_39245,TIGR01059
A_C_D_contig_13243,TIGR01059
A_C_D_contig_4137,TIGR01059
A_C_D_contig_7026,TIGR01063
A_C_D_contig_35991,TIGR01063
A_C_D_contig_917,TIGR01063
A_C_D_contig_3098,TIGR01063
A_C_D_contig_11302,TIGR01063
A_C_D_contig_24822,TIGR01063
A_C_D_contig_3693,TIGR01063
A_C_D_contig_27058,TIGR01063
A_C_D_contig_721,TIGR01063
A_C_D_contig_7814,TIGR01063
A_C_D_contig_13092,TIGR01063
A_C_D_contig_6462,TIGR01063
A_C_D_contig_43450,TIGR01063
A_C_D_contig_3225,TIGR01063
A_C_D_contig_7374,TIGR01063
A_C_D_contig_21199,TIGR01063
A_C_D_contig_12195,TIGR01063
A_C_D_contig_15346,TIGR01063
A_C_D_contig_25941,TIGR01063
A_C_D_contig_9210,TIGR01063
A_C_D_contig_9127,TIGR01063
A_C_D_contig_7704,TIGR01063
A_C_D_contig_2071,TIGR01063
A_C_D_contig_2372,TIGR01063
A_C_D_contig_3927,TIGR01063
A_C_D_contig_4051,TIGR01063
A_C_D_contig_15038,TIGR01063
A_C_D_contig_276,TIGR01063
A_C_D_contig_398,TIGR01063
A_C_D_contig_41406,TIGR01063
A_C_D_contig_4892,TIGR01063
A_C_D_contig_34840,TIGR01063
A_C_D_contig_13161,TIGR01063
A_C_D_contig_4137,TIGR01063
A_C_D_contig_6136,TIGR01063
A_C_D_contig_7139,TIGR01063
A_C_D_contig_50567,TIGR01063
A_C_D_contig_150,TIGR01063
A_C_D_contig_8392,TIGR01063
A_C_D_contig_72675,TIGR01063
A_C_D_contig_6112,TIGR01063
A_C_D_contig_9199,TIGR01063
A_C_D_contig_31840,TIGR01063
A_C_D_contig_7721,TIGR01063
A_C_D_contig_37968,TIGR01063
A_C_D_contig_31229,TIGR01063
A_C_D_contig_50633,TIGR01063
A_C_D_contig_6110,TIGR01063
A_C_D_contig_19445,TIGR01063
A_C_D_contig_6499,TIGR01063
A_C_D_contig_3091,TIGR01066
A_C_D_contig_10453,TIGR01066
A_C_D_contig_6429,TIGR01066
A_C_D_contig_1902,TIGR01066
A_C_D_contig_13096,TIGR01066
A_C_D_contig_34355,TIGR01066
A_C_D_contig_9433,TIGR01066
A_C_D_contig_18105,TIGR01066
